category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,shipping_delay_days,order_month,order_day,order_dayofweek,order_hour,shipping_month,shipping_day,shipping_dayofweek,shipping_hour,is_weekend_order,shipping_city,shipping_state,billing_city,billing_state,product_popularity
Electronics,377.88,1,Delivered,Credit Card,Mobile,Email,VIP,6.0,6,18,1,14,6,24,0,14,0,South Elizabeth,Minnesota,East Cindyton,Arizona,17
Toys,74.23,3,Delivered,PayPal,Tablet,Email,Returning,6.0,6,18,1,14,6,24,0,14,0,East Davidfurt,Georgia,South Natalieburgh,Florida,6
Clothing,116.13,4,Pending,Credit Card,Tablet,Paid Search,Returning,3.0,6,18,1,14,6,21,4,14,0,Bakermouth,Washington,Smithberg,Washington,5
Clothing,452.46,3,Delivered,Debit Card,Tablet,Social,VIP,7.0,6,18,1,14,6,25,1,14,0,Yoderfort,Connecticut,Port Marcia,Iowa,13
Clothing,317.85,2,Returned,Google Pay,Mobile,Social,VIP,5.0,6,18,1,14,6,23,6,14,0,East Margaret,New Jersey,Ebonychester,California,11
Toys,481.75,2,Delivered,Debit Card,Tablet,Paid Search,VIP,4.0,6,18,1,14,6,22,5,14,0,West William,Georgia,Kevinbury,Washington,9
Electronics,164.31,1,Delivered,Debit Card,Desktop,Organic,VIP,2.0,6,18,1,14,6,20,3,14,0,South Laurafort,South Carolina,East Travis,Delaware,9
Home,47.11,3,Pending,Apple Pay,Desktop,Email,VIP,1.0,6,18,1,14,6,19,2,14,0,Williamsfurt,Texas,West Amandaville,West Virginia,10
Toys,129.92,3,Delivered,Google Pay,Desktop,Email,Returning,3.0,6,18,1,14,6,21,4,14,0,South Heather,Virginia,East Kyle,Indiana,10
Electronics,335.12,2,Delivered,Credit Card,Desktop,Social,VIP,6.0,6,18,1,14,6,24,0,14,0,Lindafort,Missouri,South Juanborough,Iowa,9
Home,265.99,5,Delivered,Credit Card,Tablet,Social,Returning,5.0,6,18,1,14,6,23,6,14,0,Port Kristine,New Jersey,New Stacyborough,Minnesota,11
Electronics,134.58,3,Returned,Debit Card,Mobile,Paid Search,VIP,1.0,6,18,1,14,6,19,2,14,0,South Christopherstad,Oregon,Kathrynbury,Mississippi,10
Electronics,271.24,2,Delivered,Google Pay,Mobile,Organic,Returning,2.0,6,18,1,14,6,20,3,14,0,Brandonberg,Alabama,West Bryanland,North Dakota,13
Clothing,230.37,2,Delivered,Debit Card,Tablet,Organic,Returning,6.0,6,18,1,14,6,24,0,14,0,East Kimberly,Alaska,Atkinsonmouth,Arkansas,7
Home,253.98,1,Delivered,Debit Card,Mobile,Social,VIP,3.0,6,18,1,14,6,21,4,14,0,New Ericchester,Utah,Lake Dawn,Vermont,11
Beauty,17.75,3,Delivered,Debit Card,Mobile,Organic,VIP,3.0,6,18,1,14,6,21,4,14,0,Lynchshire,Pennsylvania,South Perry,California,12
Clothing,65.25,2,Delivered,PayPal,Desktop,Email,Returning,4.0,6,18,1,14,6,22,5,14,0,Joshuaside,Florida,Thomasmouth,California,14
Home,74.56,2,Delivered,PayPal,Mobile,Organic,VIP,7.0,6,18,1,14,6,25,1,14,0,Johnshire,New Mexico,Phammouth,Kentucky,10
Beauty,187.54,1,Delivered,PayPal,Mobile,Paid Search,VIP,2.0,6,18,1,14,6,20,3,14,0,Tammychester,Connecticut,Benjaminville,Kentucky,13
Toys,117.26,1,Shipped,Debit Card,Desktop,Paid Search,Returning,2.0,6,18,1,14,6,20,3,14,0,Sandramouth,Ohio,Bentonhaven,Utah,14
Electronics,209.83,2,Delivered,Google Pay,Mobile,Social,VIP,4.0,6,18,1,14,6,22,5,14,0,West Joseph,Tennessee,Yangside,Florida,12
Home,202.69,3,Delivered,Apple Pay,Mobile,Social,New,7.0,6,18,1,14,6,25,1,14,0,Savannahmouth,Maine,Krauseton,Kansas,5
Home,45.85,2,Delivered,Debit Card,Desktop,Social,VIP,2.0,6,18,1,14,6,20,3,14,0,Port Brad,Nebraska,West Stevenhaven,Missouri,12
Home,196.55,2,Shipped,PayPal,Desktop,Organic,New,5.0,6,18,1,14,6,23,6,14,0,North Stephaniefort,Nevada,North Karen,Virginia,15
Toys,371.5,1,Shipped,Apple Pay,Mobile,Organic,VIP,4.0,6,18,1,14,6,22,5,14,0,Cynthiaton,North Dakota,South Thomasstad,Arkansas,19
Electronics,122.51,1,Delivered,Google Pay,Desktop,Paid Search,Returning,1.0,6,18,1,14,6,19,2,14,0,Hamptonfurt,Louisiana,Michaelview,Pennsylvania,11
Toys,431.6,1,Delivered,Debit Card,Desktop,Paid Search,VIP,4.0,6,18,1,14,6,22,5,14,0,Nguyenton,Washington,New Austin,Montana,18
Clothing,170.0,1,Shipped,Google Pay,Tablet,Organic,New,1.0,6,18,1,14,6,19,2,14,0,Lake Lisa,Kentucky,West Debra,Massachusetts,10
Clothing,378.89,1,Delivered,Apple Pay,Desktop,Organic,VIP,5.0,6,19,2,14,6,24,0,14,0,East Kevin,Maryland,Port Troyfurt,Ohio,7
Books,368.21,1,Delivered,Google Pay,Mobile,Email,VIP,3.0,6,19,2,14,6,22,5,14,0,Jamesstad,Maine,West Elizabeth,Minnesota,13
Books,391.76,3,Delivered,Credit Card,Mobile,Email,Returning,3.0,6,19,2,14,6,22,5,14,0,New Kimberlyport,Alaska,Angelicafurt,Washington,9
Home,313.61,3,Delivered,PayPal,Tablet,Paid Search,Returning,3.0,6,19,2,14,6,22,5,14,0,Lake Holly,Utah,Lake Jonathan,West Virginia,10
Clothing,193.14,1,Delivered,Credit Card,Mobile,Organic,VIP,3.0,6,19,2,14,6,22,5,14,0,Woodsland,Mississippi,Robertfort,West Virginia,15
Clothing,122.33,4,Delivered,Credit Card,Tablet,Email,VIP,1.0,6,19,2,14,6,20,3,14,0,Norrismouth,Maryland,Reneeshire,Louisiana,8
Clothing,493.43,5,Shipped,Credit Card,Mobile,Organic,VIP,4.0,6,19,2,14,6,23,6,14,0,Matthewbury,Arizona,East Mariamouth,Georgia,9
Books,448.94,4,Shipped,Debit Card,Desktop,Social,Returning,7.0,6,19,2,14,6,26,2,14,0,North Lisashire,Utah,South Jessicashire,Maryland,12
Toys,138.1,2,Delivered,Apple Pay,Tablet,Email,VIP,2.0,6,19,2,14,6,21,4,14,0,Hansenmouth,Delaware,Port Davidshire,New York,14
Electronics,322.12,3,Shipped,Credit Card,Tablet,Paid Search,VIP,5.0,6,19,2,14,6,24,0,14,0,New Jennifertown,Virginia,Lake Cheryl,Tennessee,12
Toys,423.73,4,Shipped,PayPal,Desktop,Organic,Returning,7.0,6,19,2,14,6,26,2,14,0,Stephenburgh,Arkansas,Meganport,Indiana,13
Clothing,177.72,2,Delivered,Credit Card,Desktop,Email,VIP,4.0,6,19,2,14,6,23,6,14,0,Wattsview,Nevada,Burtonton,Virginia,15
Books,438.98,3,Returned,Google Pay,Tablet,Organic,Returning,7.0,6,19,2,14,6,26,2,14,0,New Ann,Utah,Ianmouth,Oklahoma,16
Toys,57.34,3,Delivered,PayPal,Desktop,Email,Returning,4.0,6,19,2,14,6,23,6,14,0,West Robert,Alaska,Andrewborough,Wisconsin,10
Beauty,315.2,1,Returned,Credit Card,Mobile,Organic,Returning,7.0,6,19,2,14,6,26,2,14,0,New Susan,New Jersey,East Adam,Virginia,9
Clothing,294.08,1,Shipped,Google Pay,Tablet,Paid Search,VIP,1.0,6,19,2,14,6,20,3,14,0,Torresstad,Alaska,Joneshaven,Pennsylvania,8
Books,37.99,3,Delivered,Credit Card,Mobile,Email,VIP,5.0,6,19,2,14,6,24,0,14,0,South Steven,Kentucky,Wernerborough,Oregon,12
Toys,102.91,1,Shipped,Apple Pay,Tablet,Email,VIP,5.0,6,19,2,14,6,24,0,14,0,Castilloburgh,Alabama,Nelsonstad,Nevada,11
Books,116.42,1,Returned,Debit Card,Tablet,Paid Search,VIP,5.0,6,19,2,14,6,24,0,14,0,Armstrongmouth,Connecticut,West Omar,Arkansas,10
Books,14.09,3,Delivered,Debit Card,Mobile,Organic,VIP,7.0,6,19,2,14,6,26,2,14,0,South Randy,Iowa,South Jack,Missouri,5
Toys,319.62,1,Delivered,Apple Pay,Desktop,Paid Search,New,5.0,6,19,2,14,6,24,0,14,0,South Kyle,Delaware,Gomezberg,Oklahoma,11
Beauty,347.25,3,Shipped,Apple Pay,Mobile,Email,VIP,5.0,6,19,2,14,6,24,0,14,0,South Kathyfort,Louisiana,South Tanya,California,8
Electronics,276.49,1,Delivered,PayPal,Tablet,Email,Returning,1.0,6,19,2,14,6,20,3,14,0,East Tabithachester,Oregon,Lake Nicole,South Dakota,10
Clothing,23.23,3,Delivered,PayPal,Tablet,Email,Returning,3.0,6,19,2,14,6,22,5,14,0,West Johnshire,Nebraska,Lake Dennisstad,Louisiana,15
Home,496.0,2,Delivered,PayPal,Tablet,Organic,Returning,4.0,6,19,2,14,6,23,6,14,0,Port Timothy,Pennsylvania,Drakefort,Alaska,16
Clothing,169.41,1,Delivered,Credit Card,Desktop,Organic,VIP,4.0,6,19,2,14,6,23,6,14,0,Darrellland,Connecticut,Davischester,Michigan,13
Clothing,436.47,2,Returned,Google Pay,Tablet,Social,VIP,2.0,6,19,2,14,6,21,4,14,0,Walshfurt,New Mexico,Silvaburgh,Michigan,9
Clothing,456.04,1,Delivered,PayPal,Mobile,Organic,VIP,4.0,6,19,2,14,6,23,6,14,0,South Devin,Connecticut,Smithton,Rhode Island,17
Electronics,51.75,2,Delivered,Debit Card,Desktop,Paid Search,VIP,7.0,6,19,2,14,6,26,2,14,0,South Aaron,Connecticut,New Karaview,North Dakota,14
Home,483.04,1,Delivered,Google Pay,Mobile,Email,Returning,6.0,6,19,2,14,6,25,1,14,0,Hutchinsonmouth,Oklahoma,Thomasburgh,Vermont,11
Toys,250.31,2,Pending,Google Pay,Mobile,Social,VIP,5.0,6,19,2,14,6,24,0,14,0,Ashleymouth,Nebraska,New Sandraburgh,California,16
Electronics,225.83,2,Delivered,Credit Card,Mobile,Social,New,6.0,6,19,2,14,6,25,1,14,0,Michaelchester,Michigan,Nancyview,Oregon,16
Electronics,417.14,3,Delivered,Apple Pay,Tablet,Email,Returning,7.0,6,20,3,14,6,27,3,14,0,Whitefort,Ohio,Port Jennamouth,New Jersey,9
Home,356.4,2,Delivered,Debit Card,Desktop,Paid Search,Returning,2.0,6,20,3,14,6,22,5,14,0,Lake Susanbury,California,West Leonard,Maine,11
Electronics,297.03,3,Delivered,Google Pay,Desktop,Social,Returning,4.0,6,20,3,14,6,24,0,14,0,Normastad,North Dakota,East Tracy,Pennsylvania,12
Electronics,296.06,1,Delivered,PayPal,Desktop,Organic,Returning,5.0,6,20,3,14,6,25,1,14,0,Christopherbury,New Mexico,Caroltown,Idaho,9
Books,46.42,3,Returned,Credit Card,Desktop,Social,Returning,4.0,6,20,3,14,6,24,0,14,0,North Jessica,New Hampshire,East Sara,Wisconsin,10
Electronics,66.4,1,Delivered,Credit Card,Desktop,Email,VIP,5.0,6,20,3,14,6,25,1,14,0,Lisamouth,Alaska,New Geraldfurt,Wyoming,14
Toys,13.02,2,Returned,Google Pay,Desktop,Email,New,7.0,6,20,3,14,6,27,3,14,0,Lake Patricia,Arizona,Lake Spencerburgh,Virginia,21
Books,243.27,2,Delivered,Google Pay,Tablet,Organic,VIP,6.0,6,20,3,14,6,26,2,14,0,Michaelview,Rhode Island,Michaelaland,Texas,8
Clothing,255.85,1,Delivered,Google Pay,Tablet,Organic,VIP,7.0,6,20,3,14,6,27,3,14,0,Williamsmouth,Maryland,North Paulburgh,New Jersey,12
Toys,82.13,2,Delivered,Credit Card,Tablet,Email,Returning,7.0,6,20,3,14,6,27,3,14,0,Snydershire,New Mexico,Parksborough,South Carolina,19
Books,432.11,3,Delivered,Credit Card,Desktop,Social,VIP,1.0,6,20,3,14,6,21,4,14,0,Port Laura,Arizona,Seantown,Ohio,9
Beauty,204.84,2,Delivered,PayPal,Tablet,Email,VIP,4.0,6,20,3,14,6,24,0,14,0,South Robert,Delaware,Johnsonville,South Carolina,13
Toys,437.77,2,Shipped,Debit Card,Mobile,Paid Search,Returning,2.0,6,20,3,14,6,22,5,14,0,Martinbury,Missouri,Martinmouth,North Dakota,12
Electronics,391.06,6,Shipped,Google Pay,Desktop,Email,New,1.0,6,20,3,14,6,21,4,14,0,Lopezside,Colorado,Murphyshire,Washington,18
Clothing,335.4,1,Shipped,Debit Card,Tablet,Organic,VIP,6.0,6,20,3,14,6,26,2,14,0,South Joshuaview,Utah,Whitetown,Utah,8
Beauty,286.62,3,Delivered,Debit Card,Tablet,Organic,VIP,6.0,6,20,3,14,6,26,2,14,0,Hammondside,North Carolina,Jasonburgh,Arizona,10
Electronics,487.3,1,Delivered,PayPal,Mobile,Email,VIP,3.0,6,20,3,14,6,23,6,14,0,Christineberg,Maryland,Foxbury,South Dakota,6
Electronics,129.49,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,3.0,6,20,3,14,6,23,6,14,0,Harmonhaven,Oregon,Port Jason,New Jersey,13
Clothing,229.6,1,Delivered,PayPal,Desktop,Social,VIP,2.0,6,20,3,14,6,22,5,14,0,New Michellefurt,Michigan,Lake Regina,Iowa,11
Toys,446.64,3,Delivered,PayPal,Mobile,Email,VIP,6.0,6,20,3,14,6,26,2,14,0,Johnsonborough,Montana,East Anthony,Mississippi,15
Home,356.83,4,Delivered,PayPal,Desktop,Paid Search,Returning,5.0,6,20,3,14,6,25,1,14,0,Dianeburgh,North Dakota,Hernandezland,Washington,8
Books,381.23,1,Delivered,Google Pay,Tablet,Organic,Returning,5.0,6,20,3,14,6,25,1,14,0,Haileychester,Colorado,Jacobborough,Minnesota,9
Home,14.25,2,Delivered,Credit Card,Mobile,Paid Search,Returning,2.0,6,20,3,14,6,22,5,14,0,South Cheryl,Illinois,New Patrick,Arkansas,13
Beauty,327.83,2,Shipped,PayPal,Desktop,Email,VIP,7.0,6,20,3,14,6,27,3,14,0,New Jason,Washington,North Russellbury,New Mexico,11
Electronics,282.81,3,Delivered,PayPal,Desktop,Paid Search,VIP,1.0,6,20,3,14,6,21,4,14,0,Jonesstad,Kentucky,South Carolynmouth,New Mexico,9
Home,212.58,1,Delivered,Google Pay,Tablet,Organic,VIP,3.0,6,20,3,14,6,23,6,14,0,Matthewburgh,Hawaii,West Alan,Oregon,11
Books,166.47,1,Delivered,Debit Card,Mobile,Paid Search,Returning,7.0,6,20,3,14,6,27,3,14,0,East Robertchester,New Hampshire,South Josephmouth,Nebraska,8
Clothing,237.27,2,Returned,Debit Card,Desktop,Organic,Returning,2.0,6,20,3,14,6,22,5,14,0,Whitneyview,South Dakota,Jayburgh,Oklahoma,14
Clothing,175.93,3,Delivered,Debit Card,Desktop,Organic,VIP,7.0,6,20,3,14,6,27,3,14,0,North Brooke,Washington,Patriciaville,Virginia,14
Toys,494.71,1,Delivered,PayPal,Mobile,Email,Returning,3.0,6,20,3,14,6,23,6,14,0,West Williamville,Ohio,South Victor,Arkansas,11
Toys,36.86,1,Shipped,Credit Card,Tablet,Paid Search,Returning,2.0,6,20,3,14,6,22,5,14,0,South Andrewton,Kansas,Karlstad,Michigan,18
Toys,76.06,2,Delivered,Credit Card,Desktop,Paid Search,VIP,3.0,6,20,3,14,6,23,6,14,0,New Jacobburgh,Pennsylvania,East Jeffrey,Massachusetts,10
Books,344.52,2,Shipped,Credit Card,Tablet,Organic,VIP,3.0,6,20,3,14,6,23,6,14,0,Christineberg,Oregon,Meaganfurt,Washington,8
Toys,87.6,1,Delivered,Debit Card,Desktop,Organic,VIP,6.0,6,20,3,14,6,26,2,14,0,Brendaberg,Mississippi,Bradfordshire,Rhode Island,12
Clothing,376.24,1,Shipped,Google Pay,Tablet,Paid Search,VIP,7.0,6,20,3,14,6,27,3,14,0,Hernandezview,Connecticut,Carrborough,South Carolina,9
Books,171.97,1,Shipped,Credit Card,Tablet,Organic,Returning,2.0,6,20,3,14,6,22,5,14,0,Michelleland,Oklahoma,Mcgrathmouth,New Mexico,10
Clothing,72.17,8,Shipped,Debit Card,Desktop,Organic,Returning,4.0,6,20,3,14,6,24,0,14,0,Richardhaven,North Dakota,Onealtown,Virginia,18
Books,321.03,3,Delivered,PayPal,Desktop,Email,VIP,6.0,6,20,3,14,6,26,2,14,0,Port Dennischester,West Virginia,Dixonmouth,Oregon,12
Clothing,368.09,1,Shipped,Credit Card,Tablet,Paid Search,Returning,6.0,6,20,3,14,6,26,2,14,0,East Jared,Delaware,West Brittneyberg,Vermont,13
Beauty,37.53,3,Delivered,Apple Pay,Mobile,Social,Returning,5.0,6,20,3,14,6,25,1,14,0,Greenmouth,Missouri,Port Andreabury,Washington,8
Home,315.73,1,Shipped,PayPal,Mobile,Paid Search,Returning,1.0,6,20,3,14,6,21,4,14,0,Jameschester,Tennessee,Port Jamestown,Arizona,18
Toys,140.93,3,Shipped,PayPal,Desktop,Organic,Returning,6.0,6,20,3,14,6,26,2,14,0,Gomezton,New Jersey,Hernandezfort,New Jersey,7
Toys,344.53,1,Shipped,Apple Pay,Desktop,Organic,Returning,1.0,6,20,3,14,6,21,4,14,0,New Natalie,Massachusetts,Port Scottstad,New Hampshire,14
Electronics,401.65,1,Returned,Debit Card,Tablet,Organic,New,6.0,6,21,4,14,6,27,3,14,0,Lake Austin,New York,Harrisview,Oregon,17
Books,221.7,1,Delivered,Google Pay,Mobile,Email,New,3.0,6,21,4,14,6,24,0,14,0,West Sheilamouth,Montana,New Steven,North Dakota,10
Electronics,135.93,1,Shipped,Google Pay,Mobile,Social,VIP,5.0,6,21,4,14,6,26,2,14,0,North Joelchester,Massachusetts,Port Sarahbury,Arkansas,20
Clothing,40.45,2,Pending,Apple Pay,Mobile,Paid Search,VIP,1.0,6,21,4,14,6,22,5,14,0,Whitebury,Minnesota,West Wayneberg,Massachusetts,13
Beauty,86.53,3,Delivered,Apple Pay,Tablet,Email,Returning,5.0,6,21,4,14,6,26,2,14,0,Steveport,Nebraska,New Dawn,Kentucky,13
Home,252.11,2,Shipped,Apple Pay,Desktop,Email,Returning,1.0,6,21,4,14,6,22,5,14,0,Port Kim,Alabama,Wilsonport,North Carolina,11
Home,480.22,1,Shipped,Credit Card,Tablet,Organic,Returning,2.0,6,21,4,14,6,23,6,14,0,East Tanner,Georgia,Sarahberg,Utah,9
Beauty,213.42,2,Shipped,PayPal,Tablet,Email,Returning,1.0,6,21,4,14,6,22,5,14,0,West Emily,Hawaii,South Waynechester,North Carolina,16
Electronics,315.34,1,Delivered,Debit Card,Desktop,Organic,Returning,1.0,6,21,4,14,6,22,5,14,0,West Ashleyfort,Missouri,South Andrew,Oregon,17
Electronics,132.66,1,Delivered,Credit Card,Tablet,Paid Search,Returning,5.0,6,21,4,14,6,26,2,14,0,Williamshire,Maryland,North Wendyshire,Hawaii,6
Electronics,26.55,3,Pending,Debit Card,Mobile,Social,VIP,6.0,6,21,4,14,6,27,3,14,0,Brightstad,North Carolina,East Raymond,Virginia,13
Clothing,148.69,2,Returned,Google Pay,Tablet,Organic,VIP,1.0,6,21,4,14,6,22,5,14,0,Juliechester,Colorado,East Ericberg,New Jersey,9
Books,450.09,2,Delivered,Apple Pay,Tablet,Organic,VIP,5.0,6,21,4,14,6,26,2,14,0,South Joyborough,Florida,Laurenmouth,Mississippi,12
Books,245.24,2,Delivered,Credit Card,Tablet,Social,VIP,3.0,6,21,4,14,6,24,0,14,0,Port Dawn,Wyoming,Kennethtown,Maine,16
Home,241.35,4,Delivered,Debit Card,Desktop,Social,Returning,4.0,6,21,4,14,6,25,1,14,0,West Ashleyshire,Arkansas,Scottport,New Jersey,13
Books,434.89,1,Delivered,Google Pay,Desktop,Email,VIP,2.0,6,21,4,14,6,23,6,14,0,South Pamelafurt,Ohio,Smithland,South Carolina,10
Books,494.58,1,Delivered,PayPal,Desktop,Email,VIP,3.0,6,21,4,14,6,24,0,14,0,East Kimberlyview,Hawaii,Moralesside,Utah,8
Home,141.21,3,Delivered,Apple Pay,Tablet,Social,Returning,4.0,6,21,4,14,6,25,1,14,0,New Stevenstad,Oregon,Baileymouth,Florida,11
Books,269.76,4,Delivered,Credit Card,Mobile,Organic,VIP,3.0,6,21,4,14,6,24,0,14,0,Sheltonport,Pennsylvania,North Petermouth,New York,9
Beauty,494.62,1,Delivered,Debit Card,Desktop,Email,VIP,6.0,6,21,4,14,6,27,3,14,0,Port Daniel,Arkansas,Serranoview,Utah,12
Toys,185.43,2,Delivered,Apple Pay,Desktop,Email,Returning,6.0,6,21,4,14,6,27,3,14,0,Brownfort,Maine,Shawborough,Georgia,7
Home,396.18,4,Shipped,Debit Card,Mobile,Organic,VIP,7.0,6,22,5,14,6,29,5,14,1,Heatherfort,Indiana,Gatesmouth,Massachusetts,18
Electronics,290.65,2,Delivered,PayPal,Mobile,Social,Returning,7.0,6,22,5,14,6,29,5,14,1,West Gerald,Maryland,West Michelleview,Montana,12
Home,126.47,1,Delivered,PayPal,Desktop,Social,Returning,4.0,6,22,5,14,6,26,2,14,1,Ericstad,Alaska,Port Nicholas,Mississippi,10
Home,297.48,2,Delivered,Google Pay,Mobile,Email,VIP,7.0,6,22,5,14,6,29,5,14,1,Salasburgh,Tennessee,Davilafort,Idaho,15
Beauty,208.37,1,Delivered,Debit Card,Desktop,Organic,VIP,2.0,6,22,5,14,6,24,0,14,1,North Haley,Texas,North Erica,Georgia,13
Electronics,110.1,1,Shipped,Apple Pay,Tablet,Social,VIP,5.0,6,22,5,14,6,27,3,14,1,West Guymouth,Wisconsin,Ethanburgh,New Hampshire,15
Books,441.2,3,Delivered,PayPal,Desktop,Paid Search,VIP,5.0,6,22,5,14,6,27,3,14,1,North Jacqueline,Mississippi,North Elizabeth,Missouri,12
Books,173.02,2,Returned,PayPal,Tablet,Social,VIP,3.0,6,22,5,14,6,25,1,14,1,Lake Sabrina,Washington,South Cindy,Hawaii,6
Books,86.93,1,Delivered,Google Pay,Desktop,Organic,VIP,3.0,6,22,5,14,6,25,1,14,1,Lake Rachel,Hawaii,South Vicki,Oregon,12
Electronics,385.72,2,Delivered,Apple Pay,Desktop,Organic,VIP,7.0,6,22,5,14,6,29,5,14,1,Wellsborough,Tennessee,North Robertafurt,Hawaii,11
Clothing,379.02,1,Delivered,Debit Card,Desktop,Email,Returning,6.0,6,22,5,14,6,28,4,14,1,East Gregoryborough,New Mexico,Adkinschester,Nevada,9
Home,380.3,1,Delivered,Apple Pay,Mobile,Organic,VIP,2.0,6,22,5,14,6,24,0,14,1,New Toniburgh,Georgia,Lake Rachelport,Rhode Island,11
Beauty,473.41,1,Delivered,Google Pay,Desktop,Social,VIP,2.0,6,22,5,14,6,24,0,14,1,North Anthonyhaven,Oregon,West Kristyton,Michigan,16
Clothing,92.53,4,Delivered,Apple Pay,Desktop,Social,VIP,1.0,6,22,5,14,6,23,6,14,1,North John,Maryland,North Chris,Pennsylvania,12
Beauty,469.52,1,Delivered,Credit Card,Tablet,Organic,Returning,7.0,6,22,5,14,6,29,5,14,1,West Angelica,Tennessee,Rachelhaven,Maryland,5
Beauty,180.25,1,Delivered,Apple Pay,Mobile,Social,VIP,2.0,6,22,5,14,6,24,0,14,1,Robinport,Iowa,Crystalmouth,Illinois,7
Clothing,219.51,2,Delivered,Google Pay,Desktop,Social,VIP,2.0,6,22,5,14,6,24,0,14,1,Oscarhaven,Michigan,Leeton,Alabama,8
Electronics,372.7,3,Shipped,Debit Card,Mobile,Email,Returning,6.0,6,23,6,14,6,29,5,14,1,Emilychester,Indiana,Owenstown,California,9
Beauty,49.67,2,Delivered,Apple Pay,Mobile,Email,VIP,6.0,6,23,6,14,6,29,5,14,1,Lake Staceytown,Maryland,Timothyside,Washington,6
Beauty,427.78,4,Shipped,Google Pay,Tablet,Social,VIP,2.0,6,23,6,14,6,25,1,14,1,Lake Christopher,Louisiana,South Kevinville,Arizona,13
Beauty,80.06,1,Shipped,PayPal,Desktop,Paid Search,VIP,5.0,6,23,6,14,6,28,4,14,1,Gainesborough,Virginia,Pattersonfort,Michigan,13
Clothing,466.68,1,Pending,Credit Card,Mobile,Email,VIP,1.0,6,23,6,14,6,24,0,14,1,New Lindsaytown,Utah,West Ebonymouth,Florida,8
Beauty,69.68,1,Delivered,Google Pay,Desktop,Social,Returning,3.0,6,23,6,14,6,26,2,14,1,New Georgehaven,New Mexico,New Danielmouth,Ohio,7
Books,202.44,1,Delivered,PayPal,Mobile,Organic,Returning,5.0,6,23,6,14,6,28,4,14,1,Port Paulshire,South Carolina,Nicholasstad,Florida,11
Electronics,336.73,2,Delivered,Debit Card,Mobile,Organic,VIP,7.0,6,23,6,14,6,30,6,14,1,New Leslieborough,Idaho,Lake Stephanieside,Georgia,18
Home,28.01,2,Delivered,PayPal,Mobile,Paid Search,VIP,5.0,6,23,6,14,6,28,4,14,1,Boothmouth,Minnesota,North Luisview,Texas,16
Clothing,73.14,5,Shipped,Apple Pay,Mobile,Social,VIP,1.0,6,23,6,14,6,24,0,14,1,New Lori,Rhode Island,West Joseph,Pennsylvania,11
Electronics,359.85,1,Delivered,Credit Card,Tablet,Organic,VIP,1.0,6,23,6,14,6,24,0,14,1,New Pamela,Connecticut,Rachelside,Tennessee,16
Home,491.52,3,Delivered,PayPal,Tablet,Email,Returning,2.0,6,23,6,14,6,25,1,14,1,Yolandaberg,Massachusetts,West Robert,Delaware,13
Beauty,182.98,1,Pending,PayPal,Mobile,Email,VIP,3.0,6,23,6,14,6,26,2,14,1,East Lindsay,Florida,Port Beth,Georgia,11
Books,260.58,1,Shipped,Google Pay,Tablet,Email,Returning,5.0,6,23,6,14,6,28,4,14,1,Brandonville,North Dakota,Morrisville,Vermont,12
Toys,242.7,2,Delivered,Credit Card,Desktop,Email,VIP,4.0,6,23,6,14,6,27,3,14,1,Thompsonburgh,Oklahoma,South Jessicahaven,Maine,14
Beauty,177.88,4,Delivered,Apple Pay,Desktop,Organic,VIP,4.0,6,23,6,14,6,27,3,14,1,New Brandon,Ohio,Audreyborough,Louisiana,11
Electronics,152.68,2,Delivered,PayPal,Desktop,Paid Search,VIP,7.0,6,23,6,14,6,30,6,14,1,Paigeberg,North Carolina,Richmondmouth,Connecticut,7
Toys,136.68,1,Delivered,Apple Pay,Mobile,Organic,VIP,7.0,6,23,6,14,6,30,6,14,1,West Austinmouth,Arizona,Wangborough,Kentucky,11
Toys,251.16,3,Delivered,Google Pay,Tablet,Paid Search,Returning,2.0,6,23,6,14,6,25,1,14,1,North Ashleytown,Florida,Port David,Wyoming,14
Beauty,314.23,4,Shipped,Debit Card,Tablet,Paid Search,Returning,4.0,6,23,6,14,6,27,3,14,1,Romerotown,Missouri,Cindyfort,Ohio,19
Electronics,214.61,2,Delivered,PayPal,Desktop,Email,Returning,6.0,6,23,6,14,6,29,5,14,1,New Timothy,Wisconsin,Davidshire,Vermont,15
Books,254.71,1,Delivered,Debit Card,Tablet,Email,VIP,4.0,6,23,6,14,6,27,3,14,1,Christophermouth,Massachusetts,North Josephshire,Montana,12
Books,356.7,1,Pending,Google Pay,Tablet,Paid Search,Returning,5.0,6,23,6,14,6,28,4,14,1,Allenport,Louisiana,East Laura,Louisiana,12
Home,302.83,2,Shipped,Debit Card,Mobile,Email,Returning,4.0,6,23,6,14,6,27,3,14,1,Kelseyfurt,Virginia,Sandrafurt,Wyoming,8
Toys,345.39,1,Delivered,Apple Pay,Desktop,Paid Search,Returning,4.0,6,23,6,14,6,27,3,14,1,Robinsonfurt,Utah,Macdonaldburgh,Hawaii,11
Books,233.6,4,Delivered,Google Pay,Desktop,Social,VIP,1.0,6,23,6,14,6,24,0,14,1,Lopezview,North Dakota,Pottsfurt,Illinois,11
Toys,149.37,2,Pending,Debit Card,Tablet,Paid Search,Returning,7.0,6,23,6,14,6,30,6,14,1,Williamberg,Colorado,Lake Davidton,Utah,7
